Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
ETMR_vs_HGG-IDH	F-p0 MNG	Forebrain P0	Mouse P0	Meninges	3.331667499583542e-4	4.7515302417263207e-4	-0.4955143707127048	-1.8473090889738153	1	98	EFEMP1, LRRK1, FCGRT, FAM180A, CXCL12, NUPR1, CLDN11, EMP3, LPAR1, VAMP5, APOD, EMILIN1, FIBIN, CP, MRGPRF, OSR1, WISP1, SLC22A6, S100A10, ALDH1A2, SERPINF1, CPED1, CFH, EVA1B, TFPI, RAMP2, RANBP3L, SLC6A13, SPHK1, ITM2A, OLFML3, ASGR1, LOX, GJB2, SLC7A11, MMP23B, CTSK, GSTM1, GSTM5, COLEC12, RCN3, AEBP1, GJB6, ARHGAP29, GXYLT2, CRISPLD1, COL5A1, CDH5, COL13A1, WNT6, HIC1, FOXC1
ETMR_vs_HGG-IDH	Str/SVZ 10-Astrocytes	Striatum	Mouse P9	Str/SVZ 10-Astrocytes	1.680672268907563e-4	3.748389747417457e-4	-0.510845427262977	-1.8896078107594663	0	93	TSC22D4, APOE, BAALC, CLU, ARAP2, CST3, S100A6, SFXN5, PEA15, HEPACAM, DBI, NDRG2, LUZP2, NFIA, PHKG1, ZBTB20, TNC, NOTCH2, HGF, DTNA, GLUL, LRP4, PTPRZ1, TIMP3, CREB5, SOX9, GLUD1, NTRK2, IGFBP5, S1PR1, SLC1A3, MT3, FAM107A, ATP1A2, SCD, MLC1, MT1G, PITPNC1, BMPER, TRPS1, DKK3, ID4, MYO6, GABRB1, CPE, DDAH1, MMD2, ACSS1
ETMR_vs_HGG-IDH	F-p3 EPENP	Forebrain P3	Mouse P3	Ependymal progenitors	1.6630633627141194e-4	3.748389747417457e-4	-0.5033588557998127	-1.8949260808275639	0	105	MT2A, MT2A, MT1X, MT1X, CLU, S100A6, HSPA2, DBI, TCP11L2, PPP1R32, ODF3B, TSPAN15, ITM2C, MT1E, MT1E, LRRC23, PIFO, CYSTM1, LPAR1, TEKT1, ANXA5, NKAIN4, NTRK2, MT3, ENKUR, C7orf57, ARPC4-TTLL3, MORN5, B9D1, C1orf43, C1orf43, MLC1, MT1G, MT1G, GJA1, FHL1, TNNT3, NAAA, ID4, PPP1R36, ENTPD2, TTLL3, RSPH1, AIG1, C22orf23, CCDC113, C10orf105, WDR78, DNAJB13
ETMR_vs_HGG-IDH	F-p6 PERI	Forebrain P6	Mouse P6	Pericytes	1.6854879487611664e-4	3.748389747417457e-4	-0.5145871439914518	-1.897738943600611	0	91	CRYAB, SEPT4, FADS3, RASL12, PDE8B, IGFBP7, RRAD, ADAP2, SOD3, ARHGDIB, HIGD1B, ATP13A5, GGT5, PPP1R14A, HSPB2-C11orf52, PDLIM2, S100A11, TBX2, DES, MINOS1-NBL1, NBL1, HSPB2, MGP, ESAM, MNDA, TM4SF1, KCNMB1, EVA1B, BCAM, GJA4, DLC1, COX4I2, ITGA4, S1PR3, TGFB1I1, EDNRA, MYLK, MCAM, PLA1A, NDUFA4L2
ETMR_vs_HGG-IDH	GEs_Ctx 5	Subcortex	Mouse P10	Subcortex 5	1.6744809109176155e-4	3.748389747417457e-4	-0.515398483054625	-1.9133719123073614	0	96	MAG, MOBP, RAMP1, MBP, APOE, TACC1, CST3, SFXN5, PLP1, KLF9, BHLHE41, ATXN1, GAS7, PPP1R1B, CLDN11, ABHD2, CNTN1, CA11, PCSK1N, MATK, DUSP3, TESC, TMEM158, C6orf47, ALCAM, FTH1, SELM, SCN2B, MT1G, NPY, CAMK2N1, ARPP21, BAIAP2, UQCRQ, SLC39A1, PPP3CA, RGS9
ETMR_vs_HGG-IDH	Str/SVZ 11-Endothelial	Striatum	Mouse P9	Str/SVZ 11-Endothelial	1.675603217158177e-4	3.748389747417457e-4	-0.520016215194974	-1.928057678098618	0	94	TTYH2, SPARC, SPARCL1, EPAS1, CLDN5, IGFBP7, GIMAP6, PTPRB, LMO2, ETS1, SEPP1, KLF2, FLI1, LY75, RHOJ, SPOCK2, RASGRP3, ABCB1, VWA1, WWTR1, THSD1, SLC7A5, ESAM, ZNF366, CD93, SLCO1A2, ENG, VWF, RAMP2, FTH1, ARHGAP18, LAMA4, KANK3, FLT1, SLC40A1, CCDC141, FN1, TEK, SLC39A8, CD34, BSG, ST3GAL6, ABLIM1, TSC22D1, GNG11, ARHGAP29, ID1, FOXQ1, COBLL1, HEG1, RGS5, CDH5
ETMR_vs_HGG-IDH	F-p0 PERI	Forebrain P0	Mouse P0	Pericytes	1.6854879487611664e-4	3.748389747417457e-4	-0.5296963628140487	-1.953460026612164	0	91	SEPT4, RASL12, PDE8B, EPAS1, IGFBP7, CSPG4, RRAD, RCSD1, VSTM4, ETS1, ADAP2, SOD3, ARHGDIB, HIGD1B, ATP13A5, GGT5, PPP1R14A, PDLIM2, RHOJ, TBX2, DES, ESAM, CCRL2, C1orf54, TM4SF1, EVA1B, MMP9, LAMA4, GJA4, DLC1, PDZD2, COX4I2, ECM2, TMEM204, S1PR3, TGFB1I1, ECSCR, EDNRA, MYLK, EMCN, MCAM, PLA1A, NDUFA4L2
ETMR_vs_HGG-IDH	Str/SVZ 21-Endothelial	Striatum	Mouse P9	Str/SVZ 21-Endothelial	1.675603217158177e-4	3.748389747417457e-4	-0.5308028812063004	-1.9680512660224592	0	94	TTYH2, SPARC, PDE8B, SPARCL1, EPAS1, CLDN5, IGFBP7, PTPRB, LMO2, ETS1, SEPP1, HIGD1B, ATP13A5, FLI1, RHOJ, SPOCK2, RASGRP3, VWA1, WWTR1, SLC7A5, ZNF366, CD93, SLCO1A2, EVA1B, ENG, RAMP2, LAMA4, DLC1, FLT1, SLC40A1, ITGA4, EDNRA, CCDC141, FN1, TEK, CGNL1, NDUFA4L2, SLC39A8, CD34, BSG, ST3GAL6, ABLIM1, TSC22D1, GNG11, FOXF2, ARHGAP29, FOXQ1, COBLL1, HEG1, RGS5, CALD1
ETMR_vs_HGG-IDH	HF MGE-RG1	Human fetal cortex/MGE	Human fetal	MGE Radial Glia 1	1.670843776106934e-4	3.748389747417457e-4	-0.5277230611585313	-1.9728010964341012	0	100	LGALS3BP, IGSF11, ABI3BP, SAMD4A, SGK3, TRIM9, NDRG2, MGLL, BTN3A2, ZHX2, SEPP1, NEK6, IRF2, FBLN5, ADHFE1, BCHE, IL33, CREB5, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, GHR, PPAP2B, HYDIN, SPECC1, WWTR1, TC2N, PCGF5, PLXDC2, C2orf72, S1PR1, NOG, ATP1A2, ZFP36L2, BRINP3, NEBL, AIF1L, RP2, DDAH1, SLC7A11, VCAM1, GPC1, WLS, LRP2BP, DIAPH2, LYPD1, DNAH7, DNAH7
ETMR_vs_HGG-IDH	HP AST-PP	NA	Human ped/adult	Protoplasmic astrocytes	1.6641704110500916e-4	3.748389747417457e-4	-0.5488256906709612	-2.049969775554069	0	99	MT2A, APOE, CLU, CST3, PAMR1, SORBS1, ITPR2, SFXN5, SPARCL1, AGT, NDRG2, PTGDS, NFIA, ZBTB20, GLIS3, DTNA, GLUL, SLC4A4, TPD52L1, PTPRZ1, COL5A3, ATP1B2, PPAP2B, ACSBG1, HPSE2, C1orf61, SLC25A18, CTNND2, F3, TNIK, ETNPPL, RORA, SLC1A3, RYR3, LSAMP, RANBP3L, AHCYL2, ATP1A2, MACF1, NEAT1, PITPNC1, GJA1, NEBL, CABLES1, AQP4, STON2, GABRB1, RP11-384F7.2, SLC7A11, GPM6A, CDH20, ACSS1, ALDH1A1, RORB, ARHGAP24, AC002429.5, ABLIM1
ETMR_vs_HGG-IDH	HF Mural	Human fetal cortex/MGE	Human fetal	Mural/Pericyte	1.670843776106934e-4	3.748389747417457e-4	-0.5520615236604057	-2.0637862154164117	0	100	SYNM, ENDOD1, RASL12, EPAS1, HEY2, CSPG4, VSTM4, ETS1, EHD2, ARHGDIB, PAPSS2, HIGD1B, VAMP5, MRVI1, UNC5B, TNS1, ADAMTS4, GPR116, SEMA5A, ARHGAP42, CFH, CFH, CFH, CFH, CFH, KCNE4, GGT1, LAMA4, ATP1A2, COX7A1, DLC1, ADCY4, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, ITGA4, TMEM204, PDE7B, EDNRA, FN1, MYLK, AFAP1L2, MCAM, NDUFA4L2, CERKL, CYSLTR2, SLC6A12, ANPEP, COLEC12, PRELP, GNG11, FOXF2, ARHGAP29, OLFML2A, COBLL1, ECM1, RGS5
ETMR_vs_HGG-IDH	Str/SVZ 43-Endothelial	Striatum	Mouse P9	Str/SVZ 43-Endothelial	1.6854879487611664e-4	3.748389747417457e-4	-0.5611074644854186	-2.0693006021088323	0	91	SYNM, CD38, SPARC, CLDN5, IGFBP7, GIMAP6, PTPRB, LMO2, ETS1, FAM129A, KLF2, TGFBR2, PDE8A, FLI1, LY75, RHOJ, SPOCK2, RASGRP3, ABCB1, VWA1, THSD1, MFSD2A, SLC7A5, ESAM, TIE1, ZNF366, CD93, SLCO1A2, ENG, VWF, RAMP2, DENND3, LAMA4, FLVCR2, FLT1, SLC40A1, SOX17, ITGA4, TMEM204, CCDC141, ERG, FN1, TEK, CGNL1, AFAP1L1, SLC39A8, CD34, ST3GAL6, ABLIM1, LSR, GNG11, FOXF2, ARHGAP29
ETMR_vs_HGG-IDH	F-e12 PERI	Forebrain E12.5	Mouse E12.5	Pericytes	1.68321831341525e-4	3.748389747417457e-4	-0.5704580758475223	-2.1074448593844095	0	92	CD81, CD63, SPARC, EPAS1, IGFBP7, CSPG4, RCSD1, ETS1, LGALS1, TGFBI, PDLIM2, TIMP3, RHOJ, S100A11, PHLDA1, TBX2, ANXA5, CAPG, TNFRSF21, ANXA6, ESAM, C1orf54, EVA1B, FERMT2, TMEM51, GSTK1, RAMP2, TAGLN2, GJA4, ATP1A2, ANXA2, DLC1, COX4I2, CRIP1, ITGA4, TGFB1I1, ECSCR, EDNRA, TAGLN, MYLK, AFAP1L2, SEPT7, MCAM, NDUFA4L2, TGFB1, APOLD1, PFN1, MFGE8, GNG11, FOXF2, MAGED2, FOXQ1, TBXA2R, RGS5, PPIC, CALD1, MYL6
ETMR_vs_HGG-IDH	F-e15 MNG	Forebrain E15.5	Mouse E15.5	Meninges	1.6803898504453034e-4	3.748389747417457e-4	-0.5699528199032682	-2.113131597977951	0	95	CD81, APOE, S100A6, CD63, PMP22, SPARC, COPZ2, SPARCL1, FCGRT, DAB2, AHNAK, ITM2C, CXCL12, ANGPTL4, NUPR1, CLDN11, EMP3, LGALS1, PLAT, APOD, S100A11, ANXA5, MINOS1-NBL1, OSR1, NBL1, S100A10, ANXA6, SERPINF1, CPED1, EVA1B, RRBP1, TFPI, CDH11, RANBP3L, ATP1A2, ANXA2, SLC6A13, ITM2A, GJA1, LAPTM4A
ETMR_vs_HGG-IDH	Str/SVZ 16-OPCs	Striatum	Mouse P9	Str/SVZ 16-OPCs	1.6803898504453034e-4	3.748389747417457e-4	-0.5778863556632121	-2.142545620529626	0	95	ARHGAP31, OLIG2, SOX8, C1QL1, ARHGEF3, PPAPDC1A, SCRG1, TNR, SOX10, MAML2, OLIG1, ASTN2, KANK1, SOX6, GPR17, LUZP2, RGCC, PRKCQ, LRP1B, CSPG4, PDGFRA, EPN2, WIPF1, KCNIP3, IL1RAP, PCDH15, SHC4, CNTN1, PTPRZ1, NCAM2, KIF13A, CHST11, MEGF11, SEMA5A, PDE4B, STK32A, SGCD, MMP16, PPP2R2B, PCDH7, BRINP3, SULF2, DSCAM, GRIN3A, SNTG1, KCND2, PID1, XYLT1, CDH20
ETMR_vs_HGG-IDH	Str/SVZ 3-Astrocytes	Striatum	Mouse P9	Str/SVZ 3-Astrocytes	1.6744809109176155e-4	3.748389747417457e-4	-0.577886057587983	-2.145351582235237	0	96	EGFR, HTRA1, GRAMD3, APOE, ARAP2, ABCA1, CST3, BCAN, SFXN5, SPARCL1, TRIM9, HEPACAM, LUZP2, QKI, IL18, PHKG1, TNC, ADCYAP1R1, DTNA, GLUL, SLC4A4, NRCAM, PPP1R3C, PTPRZ1, TIMP3, ATP1B2, ACSBG1, F3, GLUD1, PTPRT, RORA, S1PR1, SLC1A3, ARHGEF26, ATP1A2, PAQR8, ID3, MLC1, ZFPM2, TRPS1, AQP4, MYO6, PHYHIPL, GABRB1, CPE, MMD2, SLC7A11
ETMR_vs_HGG-IDH	HP Endothelial	NA	Human ped/adult	Endothelial	1.6641704110500916e-4	3.748389747417457e-4	-0.5772104567814497	-2.1559923499374505	0	99	MT2A, HLA-A, TACC1, HLA-E, HLA-C, SPARC, EPAS1, A2M, ADIRF, B2M, STOM, CLDN5, RNF144B, IGFBP7, PTPRB, ATP10A, ETS1, HIGD1B, PRKCH, TGFBR2, FLI1, SRGN, ELOVL7, TNS1, ABCB1, EGFL7, IFITM3, WWTR1, GPR116, MFSD2A, SLC7A5, SLC38A5, ABCG2, EPS8, BST2, SPTBN1, DUSP1, ENG, VWF, ATP1A2, NEAT1, DLC1, ITM2A, ID3, FLT1, ERG, FN1, EMCN, XAF1, IFI27, CGNL1, ESYT2
ETMR_vs_HGG-IDH	F-p3 ASTR1	Forebrain P3	Mouse P3	Astrocytes 1	1.6570008285004143e-4	3.748389747417457e-4	-0.576199488991076	-2.185143725239573	0	111	CD81, MT2A, MT2A, MT1X, MT1X, ABHD4, CLU, ALDOC, S100A1, CST3, CD9, PSAP, GFAP, S100A6, SPARC, SFXN5, PEA15, S100A16, DBI, NDRG2, LUZP2, PBXIP1, ZBTB20, EGLN3, MID1IP1, NOTCH2, GPM6B, DTNA, MT1E, MT1E, GLUL, LRP4, CCDC80, SCP2, ACSBG1, NKAIN4, SOX9, PRNP, NTRK2, IGFBP5, S1PR1, SLC1A3, FBXO2, MT3, SCG3, POLR3H, OAT, KCNK1, MLC1, MT1G, MT1G, NAAA, SMPDL3A, NR2E1, TSPAN7, GABRB1, CPE, DDAH1, MMD2, ENTPD2, CRYM, CNN3, C4orf3, C4orf3, GSTM1
ETMR_vs_HGG-IDH	F-p6 OPC	Forebrain P6	Mouse P6	Oligodendrocyte precursor cells	1.6744809109176155e-4	3.748389747417457e-4	-0.5895380806138716	-2.188608701362092	0	96	OLIG2, PLLP, SOX8, C1QL1, GLTP, S100A1, GRIA3, SCRG1, TNR, SOX10, OLIG1, PTPRE, LIMS2, SOX6, GALNT13, GPR17, TCEAL3, PRKCQ, C8orf46, LRP1B, OSTF1, LHFPL3, CSPG4, EPN2, PCDH15, CNTN1, PCSK1N, LRRTM3, FXYD6-FXYD2, FXYD6, TMEM255B, LSAMP, MMP16, MATN4, S100A13, BRINP3, SULF2, GRIA2, ARL2BP, DSCAM, SAPCD2, KCND2, OMG, PID1, QPCT, GAP43, TCEAL5, ZDHHC2, SH3GL3, NPAS1, LYPD1
ETMR_vs_HGG-IDH	F-p0 ASTR1	Forebrain P0	Mouse P0	Astrocytes 1	1.6633399866932801e-4	3.748389747417457e-4	-0.5793011556338369	-2.2095569568378903	0	116	TSC22D4, MT2A, MT2A, MT1X, MT1X, ABHD4, APOE, CLU, ALDOC, CST3, CD9, GFAP, PEA15, HEPACAM, DBI, NDRG2, LUZP2, QKI, RGCC, NIM1K, MID1IP1, TNC, GPM6B, SLC9A3R1, DTNA, MT1E, MT1E, GLUL, TST, PTPRZ1, CCDC80, TGFB2, CREB5, SYT11, SCP2, ACSBG1, ACOT2, NKAIN4, SOX9, IGFBP5, S1PR1, SLC1A3, MT3, TSPAN3, POLR3H, ACOT1, ATP1A2, OAT, MLC1, MT1G, MT1G, NAAA, SMPDL3A, ID4, NR2E1, TSPAN7, FJX1, GABRB1, CPE, DDAH1, MMD2, ENTPD2, VCAM1, TMEM132B, CNN3, C4orf3, C4orf3, GSTM1, FBLN2, GSTM5, MFGE8
ETMR_vs_HGG-IDH	VSVZ-1 Endothelial	V-SVZ	Mouse adult	VSVZ-1 Endothelial	1.68321831341525e-4	3.748389747417457e-4	-0.6013820333196792	-2.22168732165422	0	92	C10orf10, NFKBIA, EPAS1, TINAGL1, CAV1, CLDN5, IGFBP7, PTPRB, CXCL12, PLTP, PTRF, SLC9A3R2, ABHD2, KLF2, SGMS1, SRGN, ICAM2, ACVRL1, KLF4, SPOCK2, ECE1, FXYD5, ABCB1, EGFL7, IFITM3, IFITM3, VWA1, SLC7A5, ESAM, SLC38A5, ABCG2, C1orf54, C16orf89, TM4SF1, CD93, SPTBN1, SLCO1A2, ENG, RAMP2, TAGLN2, SOX18, HSPB1, KANK3, ITM2A, ID3, ATOX1, FLT1, CCM2L, SEMA7A, CRIP1, SOX17, TMEM204, FN1, TEK, EMCN, EDN1, APOLD1, CDKN1A, DEGS2, CD34, BSG, SDPR, ABLIM1, LSR, TSC22D1, ID1, LY6E, FOXQ1, HEG1, CDH5
ETMR_vs_HGG-IDH	F-p6 ASTR2-2	Forebrain P6	Mouse P6	Astrocytes 2-2	1.6733601070950468e-4	3.748389747417457e-4	-0.5953331820150055	-2.228077282431844	0	101	HTRA1, ALDH1L1, ALDOC, CST3, CSRNP1, BCAN, FAM181B, LCAT, PEA15, SPARCL1, TRIM9, NDRG2, GEM, NIM1K, JUNB, GPM6B, SLC9A3R1, GLUD2, GLUL, PPP1R3G, TST, PPP1R3C, TGFB2, SYT11, KLF4, JUN, ACSBG1, SLC27A1, FOS, BTG2, ACOT2, FEZ1, F3, GLUD1, CA2, SLC1A3, MT3, DUSP1, FADS2, BHLHE40, KLF6, ACOT1, MRAS, SOCS3, ATP1A2, ID3, MLC1, GJA1, AQP4, PHYHIPL, TSPAN7, IER2, CPE, MMD2, CKB, GPM6A, VCAM1
ETMR_vs_HGG-IDH	VSVZ-1 COP	V-SVZ	Mouse adult	VSVZ-1 COP	1.6803898504453034e-4	3.748389747417457e-4	-0.6089605370537798	-2.2577548664262452	0	95	CHADL, NEU4, BCAS1, PLXNB3, SIRT2, SLC44A1, GIPC1, PXDC1, SCRG1, GAL3ST1, CHST3, TNR, ZNF488, SOX10, PTPRE, ZNF365, LIMS2, KANK1, GPR17, UST, SUSD5, PRKCQ, COL9A3, C8orf46, GJC3, ENPP6, TNS3, FYN, DCT, GNB4, RAP2A, IPCEF1, TNFRSF21, ITGB7, MATN1, SEMA5A, S100B, BARX2, TMEM108, SSH3, SUSD4, SULF2, SEZ6L, DSCAM, PIM3, PARVB
ETMR_vs_HGG-IDH	F-p0 ASEP	Forebrain P0	Mouse P0	Astro-ependymal progenitors	1.665833749791771e-4	3.748389747417457e-4	-0.6104277039687953	-2.2757133038968402	0	98	CD81, CMTM5, RAMP1, APOE, CLU, ALDOC, CST3, CD9, HSPA2, CD63, SPARC, HEPACAM, DBI, NDRG2, LRP1B, METRN, TSPAN15, ITM2C, PIFO, LPAR1, TEKT1, ITM2B, SLC27A1, FOS, ACOT2, SLC25A18, NKAIN4, SOX9, MIA-RAB4B, MEGF11, NTRK2, IGFBP5, C2orf72, SLC1A3, FBXO2, MT3, ENKUR, TSPAN3, C7orf57, ACOT1, ARPC4-TTLL3, PAQR8, GDF10, MLC1, GJA1, FHL1, NAAA
ETMR_vs_HGG-IDH	HP AST-FB	NA	Human ped/adult	Fibrous astrocytes	1.6812373907195696e-4	3.748389747417457e-4	-0.6198876998644653	-2.282907893757752	0	89	MT2A, APOE, DST, CLU, CST3, PAMR1, SORBS1, GFAP, ITPR2, PRKCA, SFXN5, SPARCL1, NDRG2, PTGDS, NFIA, ZBTB20, GLIS3, DTNA, GLUL, SLC4A4, ARHGEF4, COL5A3, PRODH, CSGALNACT1, HPSE2, C1orf61, CTNND2, GLUD1, NTRK2, TNIK, RORA, SLC1A3, MT3, NAT8L, ADCY2, RYR3, LSAMP, AHCYL2, ATP1A2, MACF1, NEAT1, PITPNC1, CAMK2G, NEBL, AQP4, GABRB1, RP11-384F7.2, CPE, MMD2, GPM6A
ETMR_vs_HGG-IDH	F-p6 ENDO	Forebrain P6	Mouse P6	Endothelial	1.680672268907563e-4	3.748389747417457e-4	-0.6202413973705334	-2.294261485919865	0	93	EFNA1, GIMAP1, CLDN5, IGFBP7, GIMAP6, PTPRB, LMO2, ETS1, SLC9A3R2, CD40, DEF6, APLNR, FLI1, SRGN, LY75-CD302, LY75, ICAM2, ACVRL1, EXOC3L1, SPOCK2, RASGRP3, ABCB1, EGFL7, VWA1, THSD1, ESAM, CLEC14A, TIE1, SLC38A5, C1orf54, C16orf89, CD93, GRAP, RASIP1, ENG, MMRN2, VWF, TNFRSF11B, KANK3, FLT1, ROBO4, SLC40A1, SOX17, TMEM252, ECSCR, USHBP1, ERG, FN1, TEK, EMCN, GRAPL, AFAP1L1, FAR2, HSPA12B, SLC39A8, CD34, ABLIM1, LSR, GPR4, MYCT1, FOXF2
ETMR_vs_HGG-IDH	GEs 10	MGE	Mouse E13-14	MGE 10	1.6744809109176155e-4	3.748389747417457e-4	-0.6224141645211121	-2.3106582952257724	0	96	SEPT4, GADD45B, SPARCL1, EPAS1, JUNB, CLDN5, IGFBP7, GIMAP6, PTPRB, CSPG4, STARD8, ETS1, SEPP1, ADAP2, PTRF, HIGD1B, SERPINE1, PDE8A, FLI1, APOD, RHOJ, LCP1, ANXA6, EGFL7, IFITM3, VWA1, ESAM, TIE1, SLC38A5, CA2, C1orf54, C16orf89, CD93, GRAP, EVA1B, ENG, MMP9, RAMP2, TAGLN2, LAMA4, GJA4, ITM2A, FLT1, ITGA4, S1PR3, ECSCR, EDNRA, ERG, TEK, MYLK, CGNL1, MCAM, EDN1, NDUFA4L2, APOLD1
ETMR_vs_HGG-IDH	HP OPC	NA	Human ped/adult	Oligodendrocyte precursor cells	1.6641704110500916e-4	3.748389747417457e-4	-0.6243188480551836	-2.3319512744696964	0	99	LINC00511, SMOC1, BCAN, DISC1, TNR, MAML2, OLIG1, SCD5, ASTN2, OPHN1, SOX6, GALNT13, LUZP2, LRP1B, ZBTB20, LHFPL3, PDGFRA, EPN2, KAT2B, PCDH15, ABHD2, ZEB1, PTPRZ1, APOD, KIF13A, CHST11, DPP6, MEGF11, SEMA5A, PTPRT, RORA, COL11A1, STK32A, LPPR1, LSAMP, PLEKHH2, MMP16, PDZD2, ZFPM2, BRINP3, SULF2, SEZ6L, KAZN, DSCAM, SNTG1, GRIK2, KCND2, C10orf11, PID1, XYLT1, LRRC4C, FGF12, CA10, NLGN1, NAV2, AC096559.1
ETMR_vs_HGG-IDH	VSVZ-2 Endothelial	V-SVZ	Mouse adult	VSVZ-2 Endothelial	1.6812373907195696e-4	3.748389747417457e-4	-0.6405376130639339	-2.3589569101502152	0	89	C10orf10, EPAS1, TINAGL1, CLDN5, AHNAK, IGFBP7, PTPRB, CXCL12, PLTP, PTRF, SLC9A3R2, KLF2, SGMS1, SRGN, ICAM2, ACVRL1, THBD, SPOCK2, FXYD5, ABCB1, EGFL7, IFITM3, C1orf64, VWA1, ESAM, CLEC14A, TIE1, SLC38A5, ABCG2, C16orf89, TM4SF1, CD93, SLCO1A2, RASIP1, ENG, MMRN2, VWF, RAMP2, SOX18, HSPB1, KANK3, ADCY4, ITM2A, SEMA3C, ID3, FLT1, CCM2L, ROBO4, SOX17, TMEM204, USHBP1, ERG, FN1, TEK, EMCN, EDN1, HSPA12B, DEGS2, CD34, BSG, SDPR, ABLIM1, LSR, ID1, LY6E, FAM110D, FOXQ1, HEG1, CDH5, C1orf115
ETMR_vs_HGG-IDH	VSVZ-1 OPC	V-SVZ	Mouse adult	VSVZ-1 OPC	1.680672268907563e-4	3.748389747417457e-4	-0.6389708900429406	-2.363541533771059	0	93	NEU4, OLIG2, TMEM100, PLLP, RAMP1, C1QL1, GALNT10, PXDC1, GRIA3, SCRG1, TNR, OLIG1, KANK1, GPR17, SUSD5, TCEAL3, RGCC, C8orf46, TMEM121, CSPG4, SNX22, PDGFRA, EPN2, VSTM2B, KCNIP3, PCDH15, ABHD2, SHC4, CNTN1, PTPRZ1, PCSK1N, PHLDA1, SERPINE2, IGFBP3, DPP6, MEGF11, LRRTM3, KCNMB4, FXYD6, TMEM255B, MATN4, OLFM2, BRINP3, SULF2, DSCAM, GSX1
ETMR_vs_HGG-IDH	VSVZ-2 COP	V-SVZ	Mouse adult	VSVZ-2 COP	1.6803898504453034e-4	3.748389747417457e-4	-0.648130523446897	-2.4029797570649305	0	95	CHADL, NEU4, BCAS1, MAG, PLXNB3, SIRT2, SLC44A1, OLIG2, SERINC5, PLLP, GRAMD3, MBP, UGT8, CNP, PXDC1, GLTP, GAL3ST1, TNR, SOX10, OLIG1, LIMS2, KANK1, GPR17, PLP1, UST, LUZP2, QKI, COL9A3, C8orf46, GJC3, INPPL1, ENPP6, TMEM141, CLDN11, TNS3, MYRF, UBL3, CNTN1, FYN, GSTO1, ELOVL7, GNB4, RAP2A, ADAMTS4, IPCEF1, TUBB4A, SEMA5A, KLHL5, BACE1, TMEM108
ETMR_vs_HGG-IDH	F-p3 ENDO	Forebrain P3	Mouse P3	Endothelial	1.68321831341525e-4	3.748389747417457e-4	-0.6513028804640828	-2.406110046381687	0	92	EFNA1, SLCO2B1, GIMAP1, CLDN5, IGFBP7, GIMAP6, PTPRB, LMO2, ETS1, CD40, APLNR, FLI1, SRGN, LY75-CD302, LY75, RHOJ, ICAM2, ACVRL1, EXOC3L1, RASGRP3, FXYD5, ABCB1, EGFL7, VWA1, THSD1, ESAM, CLEC14A, TIE1, SLC38A5, SCARF1, C1orf54, C16orf89, CD93, SLCO1A2, GRAP, RASIP1, ENG, VWF, TNFRSF11B, NOS3, KANK3, APLN, FLT1, ROBO4, SLC40A1, SOX17, TMEM204, TMEM252, ECSCR, USHBP1, CCDC141, ERG, FN1, TEK, EMCN, GRAPL
ETMR_vs_HGG-IDH	F-p0 ENDO	Forebrain P0	Mouse P0	Endothelial	1.668613382279326e-4	3.748389747417457e-4	-0.6503228780012061	-2.4186842037211567	0	97	EFNA1, GPIHBP1, C10orf10, CDKN2B, GIMAP1, GIMAP5, SERPINB6, CAV1, CLDN5, GIMAP6, PTPRB, CD40, DEF6, APLNR, PROCR, PDE8A, FLI1, SRGN, LY75-CD302, LY75, PDGFB, ICAM2, ACVRL1, EXOC3L1, SIGIRR, PCDH12, ABCB1, EGFL7, VWA1, THSD1, ESAM, CLEC14A, TIE1, SLC38A5, C1orf54, C16orf89, CD93, GRAP, RASIP1, ENG, VWF, SOX18, SHE, FLT1, CCM2L, ROBO4, SLC40A1, SOX17, TMEM252, ECSCR, USHBP1, ERG, DUSP2, TEK, EMCN, GRAPL, EDN1, PIK3R6, HSPA12B, SLC39A8, CD34
ETMR_vs_HGG-IDH	VSVZ-1 Astrocyte	V-SVZ	Mouse adult	VSVZ-1 Astrocyte	1.675603217158177e-4	3.748389747417457e-4	-0.6532030069570149	-2.4218726957357966	0	94	TIMP4, HTRA1, APOE, CLU, ALDH1L1, ALDOC, SCRG1, BCAN, GPR37L1, SFXN5, SPARCL1, AGT, NDRG2, LUZP2, MGLL, SLC9A3R1, SLC4A4, PTPRZ1, TIMP3, ATP1B2, ACSBG1, CYP2J2, SLC25A18, NKAIN4, SOX9, F3, NTSR2, GLUD1, PRNP, NTRK2, S1PR1, SLC1A3, MT3, SCG3, LSAMP, SDC4, FAM107A, ATP1A2, C1orf198, ENHO, LGI4, KCNK1, MLC1, MT1G, SMPDL3A, AQP4, SLC6A1, ID4, TSPAN7, FJX1, ITIH3, CPE, DDAH1, MMD2, ENTPD2, GPM6A
