Comparison	Cell_type	Age	Dataset	pval	padj	ES	NES	leadingEdge
HGG-G34R.V_vs_HGG-WT	VSVZ-2 OPC	Mouse adult	Mizrak et al 2019	1.6139444803098772e-4	3.722157524654687e-4	-0.5367364978952764	-2.03300328774234	C1QL1, NXPH1, RPRM, OLIG2, G0S2, OLIG1, RAMP1, CCND1, LIMS2, KCNIP3, GPR17, GNG3, SOX10, SULF2, SERPINE2, TNR, PHLDA1, NEU4, STMN3, CNTN1, LUZP2, S100B, KANK1, SNX22, BRINP1, MIDN, SNX1, MATN4, PLLP, ZDHHC2, LBH, XYLT1, ITPR2, TCEAL3, VCAN, CHADL, NCALD
HGG-G34R.V_vs_HGG-WT	Cortical inhibitory neurons	Mouse E12.5	Jessa et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5466564861087368	-2.0546253117868893	INA, L1CAM, NNAT, ISLR2, LY6H, RAB3C, TAGLN3, NEFM, RTN1, TSHZ2, ACTL6B, TUBB3, STMN2, GNG3, RAB3A, SYT1, APLP1, CELF3, UCHL1, BEX2, POU3F1, CELF4, NSG1, STMN3, ELAVL3, TUBB4A, SIX3, TTC3, CNIH2, DPYSL3, CD200, VCAN, MAP1B, GAP43, ATPIF1, PGRMC1, ISL1
HGG-G34R.V_vs_HGG-WT	Meninges	Mouse E12.5	Jessa et al 2019	1.6118633139909736e-4	3.722157524654687e-4	-0.5486209583687022	-2.0729146268689966	IGF2, AEBP1, GPC3, PRRX2, MINOS1-NBL1, CXCL12, ALCAM, FAM174B, NBL1, DKK2, S100A10, COL1A1, OAF, SIX2, COL6A1, ANXA2, COL6A2, RRBP1, OSR1, CDKN1C, SERPINF1, APOD, NUPR1, AHNAK, PPIC, FBN2, S100A11, AKAP12, COLEC12, CD63, RAMP2, RBMS1
HGG-G34R.V_vs_HGG-WT	VSVZ-2 COP	Mouse adult	Mizrak et al 2019	1.6139444803098772e-4	3.722157524654687e-4	-0.5473052964464472	-2.0730348531124463	KNDC1, RAB33A, SEMA3D, OLIG2, KIAA1644, OLIG1, COL9A3, LIMS2, PCDH7, GPR17, NFASC, SOX10, PLXNB3, UST, SULF2, TNR, NEU4, DDC, TMEFF2, CNTN1, TCF7L2, LUZP2, TSPAN2, KANK1, SIRT2, SLC1A1, TUBB4A, ELOVL6, ELOVL7, PLLP, GSTO1, DYNLL2, CHADL, BCAS1, GAL3ST1, MICAL3, CNP, MYRF, TNS3, BACE1
HGG-G34R.V_vs_HGG-WT	Cortical inhibitory neurons	Mouse E15.5	Jessa et al 2019	1.6118633139909736e-4	3.722157524654687e-4	-0.5518945480938918	-2.08528358930144	INA, SHANK1, NNAT, ISLR2, LY6H, NEFM, RTN1, TSHZ2, ACTL6B, SYT5, TUBB3, STMN2, GNG3, TSPAN13, ZCCHC12, APLP1, RBFOX1, FAM57B, UCHL1, POU3F1, ZNF503, CELF4, NSG1, STMN3, ELAVL3, FOXP2, CNIH2, INPP5F, BCL11B, THSD7A, DPYSL3, AP1S2, SYBU, VSTM2A, TLE4, CD200, VCAN, MAP1B, GAP43, ATPIF1, PGRMC1, ISL1
HGG-G34R.V_vs_HGG-WT	VSVZ-2 T	Mouse adult	Mizrak et al 2019	1.650709805216243e-4	3.746554838805406e-4	-0.5734834025740108	-2.1013449573971688	LY6E, S100A10, CD8B, ANXA2, RPLP1, TSPO, ARPC1B, NKG7, PLAC8, CD3G, SELL, CD79A, AHNAK, CORO1A, FXYD5, S100A11, ITGB7, HMHA1, SHISA5, RAC2, IL2RG, LTB, PABPC1, CD74, NAPSA, DUSP2, CNN2, MNDA, S100A4, GPSM3, HLA-DRB1, ITGB2, GIMAP1, B2M, PTPN6, HLA-DQB1, PSMB8, PTPRC, HLA-DQA1, CD3D, TMSB10, PYHIN1, TAGLN2, PTPN18
HGG-G34R.V_vs_HGG-WT	Oligodendrocyte precursor cells	Human ped/adult	Velmeshev et al 2019	1.6090104585679806e-4	3.722157524654687e-4	-0.5546168684628643	-2.1139616296878287	NXPH1, MEGF11, LHFPL3, CNTNAP5, OLIG1, CSMD3, CA10, NOVA1-AS1, PTPRT, AGAP1, OPCML, DPP6, SULF2, TNR, COL9A1, KCND2, MMP16, BRINP3, ADARB2, PLEKHH2, DCC, GRIK2, ZFPM2, FGF12, LUZP2, APOD, GRIK1, LPHN3, KAZN, FGF14, XYLT1, GALNT13, LRRTM4, VCAN
HGG-G34R.V_vs_HGG-WT	Cortical excitatory neurons 2	Mouse P0	Jessa et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5609970497903385	-2.1292060090984135	EDIL3, ISLR2, LY6H, TAGLN3, RTN1, SYT4, ACTL6B, TUBB3, STMN2, RNF182, CAMK2B, RAB3A, OPCML, SH3KBP1, NSG2, APLP1, RBFOX1, UCHL1, NSG1, STMN3, ELAVL3, GRP, CNIH3, CCK, CTTNBP2, ITSN1, SEPT3, TTC3, CNIH2, CNTN2, PCDH8, SNCA, BHLHE22, DPYSL3, KCTD4, NEUROD2, MAP1B, GAP43
HGG-G34R.V_vs_HGG-WT	Early and Late Born Excitatory Neuron PFC	Human fetal	Nowakowski et al 2017	1.607200257152041e-4	3.722157524654687e-4	-0.5593460162110029	-2.1352016961417504	GNAL, L1CAM, KIAA1644, NEFM, ACTL6B, NCDN, VSTM2L, SYT1, PRKG2, APLP1, RBFOX1, SRM, MPPED1, ATP8A2, R3HDM1, GPR85, SATB2, DUSP4, SLCO3A1, SPOCK1, LPHN3, PPP1R14C, ADRA2A, PKIA, DISP2, HOMER1, LNX1, PRDM8, CPNE8, MSL3, MSL3, AKR1C2, AKR1C2, AKR1C2, AKR1C2, AKR1C2, AKR1C2, AKR1C2, AKR1C2, AKR1C2, GAP43, SLC35F2, SLC44A5, HS6ST3, FLRT2, CLVS1, CACNA2D1, ACTR3, DNAH10
HGG-G34R.V_vs_HGG-WT	VSVZ-2 Oligodendrocytes	Mouse adult	Mizrak et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5636126279667607	-2.1391331642814686	SEZ6L2, EDIL3, OLIG1, TPPP3, APP, EFNB3, PTGDS, PPP1R16B, MAL, BIN1, APLP1, NDRG1, TMEFF2, TPPP, TNFAIP6, FTH1, SEC11C, TSPAN2, APOD, DESI1, TUBB4A, TMEM151A, FA2H, ELOVL7, CMTM5, CSRP1, YWHAQ, MAPK8IP1, PLLP, CNTN2, SERPINB1, PEX5L, QDPR, SCD, PPP1R14A, CDC42EP2, DUSP26, PLEKHB1, JOSD2, LGI3, GPR37, FEZ1, CNP, RHOG
HGG-G34R.V_vs_HGG-WT	Astro-ependymal progenitors	Mouse P0	Jessa et al 2019	1.6087516087516087e-4	3.722157524654687e-4	-0.5666479674519216	-2.1565862333670034	ENTPD2, MEGF11, GSTM5, HSPA2, RAMP1, RSPO3, NTRK2, TPPP3, METRN, FBXO2, C10orf105, MIA-RAB4B, DYNLRB2, RIIAD1, GDPD2, CLU, TCF7L2, ITM2C, GDF10, ZIC4, MEIG1, C2orf50, C7orf57, ZIC1, SIX3, CST3, CMTM5, RSPH1, GSTM1, SLC39A12, BCL2, PTCH1, DCDC2, IGFBP5, CD63, ITM2B, PRELP, PHGDH, C9orf116, FAM213A, APOE, TSPAN15, MGST1, PIFO, NAAA, NME5, FAM183A, CD81, PTN
HGG-G34R.V_vs_HGG-WT	VSVZ-1 Microglia	Mouse adult	Mizrak et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5723162142807307	-2.1721667217437357	LY6E, SUSD3, CTSH, CX3CR1, SOCS3, CCL18, CCL4, ITGB5, MAF, P2RY12, CST3, PLD4, GOLM1, PYCARD, CSF1R, LST1, FAM105A, HEXB, JUNB, HSPA1B, SELPLG, CTSZ, JUN, TMEM119, P2RY13, UNC93B1, AIF1, BIN2, RGS10, PTGS1, CYTH4, SPI1, LTC4S, HPGDS, EGR1, ADRB2, APBB1IP, B2M, FCGR2B, CD33, LPCAT2, ITGAM, LY86, LAPTM5, ATF3, SLC2A5, GRN, ZFP36, RNASE4, IRF8, ARSB, PTPN18, TYROBP, BCL2A1, FCER1G, ALOX5AP, CD53, HPGD, TMEM173, C1QC, SLCO2B1, CTSD, IER5, MAFB, LGMN, CCL15-CCL14, CTSS, CRYBB1, SERINC3, TGFBR1, DUSP6, ABI3
HGG-G34R.V_vs_HGG-WT	Str/SVZ 15-OPCs	Mouse P9	Anderson et al 2020	1.6100466913540493e-4	3.722157524654687e-4	-0.5742624357055248	-2.173955387942955	SEMA3D, IGSF9B, TMEM132D, CDH20, COL9A3, LIMS2, PCDH7, NCAM2, GPR17, NFASC, SOX10, OPCML, UST, SULF2, PPP1R16B, TNR, NKX2-2, CSGALNACT1, BRINP3, NEU4, TMEFF2, TCF7L2, CDH13, DNM3, S100B, KANK1, SIRT2, ZDHHC14, SLC1A1, KAZN, TUBB4A, FA2H, ELOVL7, PRKCQ, PTPRE, FBN2, PLLP, DYNLL2, PPFIBP1, RAPGEF1, ITPR2, NCALD, BCAS1
HGG-G34R.V_vs_HGG-WT	Microglia	Mouse E12.5	Jessa et al 2019	1.5827793605571383e-4	3.722157524654687e-4	-0.5596764214827374	-2.1752622990567807	GAS6, CCL3L3, CCL3, CRYBA4, CX3CR1, CLTA, CCL18, CCL4, ARPC1B, MAF, F13A1, CCL2, EHD4, CST3, PLD4, LAMP1, CORO1A, CSF1R, NRROS, LST1, MT1H, CTSZ, CTSB, CFH, RAC2, UNC93B1, VAMP8, MT1G, CTSC, AIF1, BIN2, ITM2B, CYTH4, FCGR2A, MYO1F, MT1F, APOE, SPI1, HPGDS, FERMT3, ADRB2, MT1A, B2M, FCGR2B, PTPN6, C5AR1, PSMB8, PLEK, PTPRC, FCGRT, CD86, LY86, LAPTM5, ATF3, GRN, PLIN2, RNASE4, CCL24, PTPN18, TYROBP, FCER1G, SMAGP, NCF2, CD53, C1QC, FCGR1B, TGFB1, STAB1, CTSD, LGMN, FTL, CTSS
HGG-G34R.V_vs_HGG-WT	Microglia	Mouse E15.5	Jessa et al 2019	1.6028209648982208e-4	3.722157524654687e-4	-0.5678020573464503	-2.18093462606965	GAS6, SIRPB1, P2RY6, DHRS3, CTSH, SIRPA, CX3CR1, CLTA, ARPC1B, GUSB, P2RY12, EHD4, CST3, PLD4, LAMP1, CORO1A, PYCARD, CSF1R, LST1, FAM105A, HEXB, CTSZ, PSAP, CTSB, RAC2, UNC93B1, VAMP8, CD63, CTSC, CTSV, AIF1, BIN2, ITM2B, SH3BGRL3, RGS10, CD48, CYTH4, FCGR2A, APOE, SPI1, LYN, LTC4S, HPGDS, B2M, FCGR2B, PSMB8, CD300A, FCGRT, CD86, LY86, LAPTM5, GRN, PLIN2, RNASE4, CREG1, PTPN18, CD300C, TYROBP, FCER1G, EVI2A, SIRPG, CD53, C1QC, FCGR1B, CTSD, BST2, LGMN, FTL, CTSS, CRYBB1
HGG-G34R.V_vs_HGG-WT	VSVZ-2 Microglia	Mouse adult	Mizrak et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5787956936598085	-2.1988364174054817	LY6E, SUSD3, CTSH, CX3CR1, SOCS3, CCL18, CCL4, ITGB5, MAF, P2RY12, CST3, PLD4, GOLM1, PYCARD, CSF1R, FAM105A, HEXB, JUNB, SELPLG, CTSZ, JUN, CFH, TMEM119, P2RY13, UNC93B1, CTSC, AIF1, BIN2, RGS10, PTGS1, CYTH4, SPI1, LYN, LTC4S, HPGDS, APBB1IP, B2M, FCGR2B, CD33, LPCAT2, NCF1, IL6R, ITGAM, LY86, LAPTM5, ATF3, SLC2A5, GRN, ZFP36, RNASE4, IRF8, ARSB, PTPN18, TYROBP, BCL2A1, FCER1G, SPARC, NCKAP1L, ALOX5AP, CD53, HPGD, TMEM173, C1QC, SLCO2B1, CTSD, IER5, MAFB, LGMN, CTSS, CRYBB1, SERINC3, TGFBR1, DUSP6, ABI3, CCR2, LAIR1
HGG-G34R.V_vs_HGG-WT	VSVZ-1 T	Mouse adult	Mizrak et al 2019	1.6215339711366953e-4	3.722157524654687e-4	-0.5898065175506259	-2.2035186781406257	LCK, MYO1G, LGALS3, CD8B, NKG7, PLAC8, CD44, CXCR4, CD3G, SELL, CCR7, CD79A, CD69, CD2, IFITM1, RNASE2, LAT, EPSTI1, CORO1A, FXYD5, ITGAL, S1PR4, ITGB7, HCST, SPN, SHISA5, RAC2, IL2RG, FCRLA, CD74, PLBD1, NAPSA, DUSP2, MNDA, MNDA, S100A4, MS4A1, SAMHD1, HLA-DRB1, GIMAP1, B2M, HLA-DQB1, IGLL1, PTPRC, HLA-DQA1, CLEC4A, CLEC4A, CD3D, PTPN18, GIMAP4, CYBB, HLA-DOB, CRIP1, ARHGAP15, RNASE6, CD3E, SIRPG, SIRPG
HGG-G34R.V_vs_HGG-WT	Newborn Excitatory Neuron - early born 1	Human fetal	Nowakowski et al 2017	1.607200257152041e-4	3.722157524654687e-4	-0.5810927005874874	-2.2182157089717136	NPTX1, HECW1, TMEM130, MYT1, JPH4, NKAIN1, C3orf14, PHYHIP, ISLR2, EPB41L3, ERC2, SYT4, SLC17A7, TBR1, SYT1, SLC6A15, KIT, RBFOX3, DHCR24, PGBD5, DCC, ADARB1, ZFPM2, RCAN3, PLBD2, DHCR7, AUTS2, MESDC1, TMEM189, SLC24A2, GLB1L2, WNK2, ABRACL, BCL11B, CFTR, CNTN2, PRDM8, B3GAT1, TXNL4A, THSD7A, NEO1, C1orf115, EPHA7, FSCN1
HGG-G34R.V_vs_HGG-WT	Str/SVZ 39-Microglia	Mouse P9	Anderson et al 2020	1.6131634134537829e-4	3.722157524654687e-4	-0.5888187501838327	-2.2195762715862832	KCNK13, SUSD3, P2RY6, BLNK, CX3CR1, ARPC1B, ITGB5, MAF, P2RY12, PLD4, CSF1R, LST1, FAM105A, RUNX1, SELPLG, GNA15, CFH, TMEM119, RAC2, UNC93B1, CTSC, AIF1, VAV1, DOCK8, PTGS1, CYTH4, IL1RL2, MYO1F, SPI1, LYN, LTC4S, HPGDS, FERMT3, APBB1IP, B2M, FYB, FCGR2B, FCGR2B, PIK3AP1, CD33, CD33, ARHGAP30, LPCAT2, NCF1, IL6R, PTPRC, RHOH, CD86, LY86, LAPTM5, RNASE4, PTPN18, TYROBP, DOCK2, FCER1G, TNFRSF13B, IKZF1, NCKAP1L, CD53, C1QC, SLCO2B1
HGG-G34R.V_vs_HGG-WT	Cortical excitatory neurons 1	Mouse P0	Jessa et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5852631039574556	-2.2213052961963458	LY6H, FAM49A, RTN1, SYT4, NBEA, KIAA1549L, TUBB3, STMN2, GNG3, TSPAN13, RAB3A, OPCML, BZW2, NSG2, APLP1, RBFOX1, MIF, UCHL1, ARPP21, POU3F1, NSG1, STMN3, MPPED1, GPR85, ELAVL3, SATB2, CCK, TENM2, MYT1L, PPFIA2, TTC3, CNIH2, ABRACL, SERP2, CNTN2, PTMA, BHLHE22, PLXNA4, DPYSL3, NEUROD2, FAM19A2, MAP1B, TSC22D1, ATPIF1, CLSTN2, JAKMIP1, NEUROD6, TUBB2B, NCAM1
HGG-G34R.V_vs_HGG-WT	Microglia	Human fetal	Nowakowski et al 2017	1.607200257152041e-4	3.722157524654687e-4	-0.583126265490566	-2.225978473172093	CCL3, BLNK, CX3CR1, LAT2, CCL4, P2RY12, IL1B, CD69, C10orf54, HMOX1, CSF1R, CSF1, CCL5, SELPLG, DHRS9, CH25H, P2RY13, PTAFR, CD74, BIN2, RGS10, DOCK8, PTGS1, CYTH4, TAGAP, TAGAP, TAGAP, TAGAP, FCGR2A, FCGR2A, BHLHE41, C3, ADAM28, ITGB2, ITGB2, HPGDS, NCF4, APBB1IP, FYB, TLR4, C5AR1, ARHGAP25, PLEK, IL6R, PTPRC, ITGAM, FOLR2, LY86, NLRP3, LAPTM5, IRF8, CSF3R, RHBDF2, CSF2RA, ITGAX, SPP1, CYBB, TYROBP, HAVCR2, BCL2A1, BCL2A1, BCL2A1, BCL2A1, CD4, FCER1G, TLR7, FPR1, NCKAP1L, CD53, C1QC, TMEM52B, RGS1, STAB1
HGG-G34R.V_vs_HGG-WT	Str/SVZ 4-OPCs	Mouse P9	Anderson et al 2020	1.6100466913540493e-4	3.722157524654687e-4	-0.589376671108875	-2.2311725615673854	C1QL1, NXPH1, MYT1, SEMA3D, MEGF11, OLIG2, PPAPDC1A, TMEM132D, OLIG1, CSMD3, KCNIP3, FAM155A, GPR17, SOX10, OPCML, SULF2, SERPINE2, TNR, KCND2, MMP16, BRINP3, PHLDA1, CNTN1, LUZP2, KANK1, GRIK1, PPP1R14C, PRKCQ, PTPRE, XYLT1, LNX1, PPFIBP1, FAM19A1, ANKS1B, GRIN3A, NCALD
HGG-G34R.V_vs_HGG-WT	Str/SVZ 38-SPN	Mouse P9	Anderson et al 2020	1.6139444803098772e-4	3.722157524654687e-4	-0.5901899677996884	-2.2354696385178907	ZNF804B, RELN, PTCHD4, CNTNAP5, CNTNAP5, GRM5, FRAS1, CDH12, ERC2, EPHA6, CSMD3, GABRG3, PTPRN2, KCTD16, CNTN4, DLGAP2, UNC5D, SYT1, RBFOX1, KCND2, LINGO2, PDE10A, XKR4, HS3ST4, RYR3, GABRB3, C2CD2, LRFN5, OLFM3, MEI4, KCNQ5, TENM2, HCN1, FGF14, CDH8, CHRM3, GRIN2B, CNTN3, GALNT13, LRRTM4
HGG-G34R.V_vs_HGG-WT	Oligodendrocyte progenitor cell	Human fetal	Nowakowski et al 2017	1.607200257152041e-4	3.722157524654687e-4	-0.5875513900063909	-2.242870581273322	NXPH1, OLIG2, OLIG1, CA10, LIMS2, NCAM2, GPR17, VSTM2B, SULF2, SERPINE2, TNR, B3GNT7, CSGALNACT1, COL9A1, KCND2, MMP16, BRINP3, BMP8B, BMP8B, PLEKHH2, ERBB3, CHST3, CNTN1, LUZP2, DOCK10, S100B, LRRK2, KANK1, APOD, SNX22, SIRT2, C2orf80, ANKRD20A1, RAPGEF4, CHRM3, XYLT1, ARL4A, GALNT13, AFAP1L2, SLITRK2, BCAS1, NTNG1, PLAT, CNP, TNS3, PDE4B, P2RX7, SCN1A
HGG-G34R.V_vs_HGG-WT	Str/SVZ 24-SPN	Mouse P9	Anderson et al 2020	1.6139444803098772e-4	3.722157524654687e-4	-0.5932526745449859	-2.247070289688431	TSHZ1, LY6H, SYNDIG1, ERC2, LYPD1, CA10, GABRG3, ASIC2, FAM155A, WSCD2, KCTD16, OPCML, DPP6, SYT1, WBSCR17, ATP2B1, ALK, RBFOX1, ADARB2, XKR4, SORCS2, ST3GAL1, DNM3, OLFM3, PTPRM, FOXP2, KCNQ5, SYT6, SLC2A13, TENM2, MYT1L, PBX3, CDH9, GRIN2B, VSTM2A, FAM19A2, OTOF, NTNG1, GRIN2A, CASZ1, KIAA1217, CLSTN2, GPRIN3, SLC44A5, NTRK3
HGG-G34R.V_vs_HGG-WT	Parvalbumin interneurons	Human ped/adult	Velmeshev et al 2019	1.6204829039053638e-4	3.722157524654687e-4	-0.6014373623985103	-2.2515654666074485	ADCY8, NXPH1, PTCHD4, VWC2, CNTNAP5, ANK1, CPLX1, BTBD11, EPHA6, GABRG3, SHISA9, UNC5D, CNTNAP3B, KCNC2, ALK, KCND2, CALN1, RP11-123O10.4, CNTNAP3, FGF12, ZMAT4, TMEM132C, FAR2, PTPRM, TAC1, FGF13, GRIP1, KAZN, SAMD5, HCN1, DNER, ADAMTS17, OSBPL3, FRMD5, TIAM1, CDH9, SDK1, AC010127.3, PLXNA4, NDST3, FAM19A2
HGG-G34R.V_vs_HGG-WT	VSVZ-1 Oligodendrocyte	Mouse adult	Mizrak et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.5937767047230961	-2.2536177832513866	SEZ6L2, ACOT7, OLIG1, TPPP3, APP, EFNB3, PTGDS, ARPC1A, MAL, BIN1, APLP1, NDRG1, TMEFF2, TPPP, TNFAIP6, FTH1, EFHD1, SEC11C, TSPAN2, APOD, DESI1, TUBB4A, TMEM151A, FA2H, CMTM5, CSRP1, SLC48A1, GAMT, PLA2G16, YWHAQ, KCTD13, MAPK8IP1, PLLP, SERPINB1, PEX5L, QDPR, PPP1R14A, CDC42EP2, DUSP26, PLEKHB1, JOSD2, LGI3, GPR37, ATP1B3, FEZ1, CNP, RHOG
HGG-G34R.V_vs_HGG-WT	Early Born Deep Layer/subplate Excitatory Neuron V1	Human fetal	Nowakowski et al 2017	1.607200257152041e-4	3.722157524654687e-4	-0.5952729723332666	-2.272346317585751	GABBR2, NPTX1, KIAA1644, GRM5, NTRK2, GABRA3, IGSF21, SCN2A, KCNMA1, NPAS2, TBR1, AGAP1, KHDRBS3, OPCML, VSTM2L, SULT4A1, VSNL1, KIT, SYT16, RALYL, GPD1L, HS3ST4, DCC, ZFPM2, ST3GAL1, CNTN1, MYO5B, FEZF2, SYT6, SPOCK1, KAZN, SH3GL2, SLC24A2, GLB1L2, KCTD12, ELMOD1, KLHL1, PRDM8, GRIN2B, PEX5L, B3GAT1, LRRTM4, TLE4, IGFBP5, GABRG2, GRIK3, SLC35F2, CHST15, GPR37, WASF1, CLSTN2, NLGN1, GPRIN3, NEUROD6
HGG-G34R.V_vs_HGG-WT	Astrocytes 3	Mouse P6	Jessa et al 2019	1.5748031496062991e-4	3.722157524654687e-4	-0.5802550022407417	-2.272440711153734	ENTPD2, SCG3, MSX2, PPP1R1A, GSTM5, HSPA2, NTRK2, HSPB8, FBXO2, RNF182, GLUD2, ID3, ZNF423, PRKAG2, SOCS3, GFAP, CLU, CIDEA, CPE, PTER, PDPN, C4A, C4B, ATP1B1, GSTM1, FAM84A, JUNB, MT1H, MT1H, IGFBP5, CD63, HCFC1R1, MT1G, MT1G, NTSR2, CD74, MMD2, PPP1R3C, PHGDH, PDLIM4, MT1F, MT1F, APOE, TSC22D4, EMP2, MGST1, FXYD6, MT1A, MT1A, PLA2G3, FXYD6-FXYD2, CD81, HLA-DQB1, CXXC5, ID2
HGG-G34R.V_vs_HGG-WT	Str/SVZ 41-Interneurons	Mouse P9	Anderson et al 2020	1.6131634134537829e-4	3.722157524654687e-4	-0.6049052444161206	-2.280214967075937	PPAPDC1A, PTCHD4, ACHE, SYT13, SV2C, KCNK9, NYAP2, HCN4, TSHZ2, CA10, ASIC2, IQSEC3, CACNA2D2, ELFN1, FAM155A, FIGN, VSTM2L, SYT1, SLC6A15, SPHKAP, CHAT, LIN28B, CGREF1, NRIP3, HS3ST4, SCN9A, MDGA1, FGF12, ZMAT4, PRIMA1, CD44, DRD2, NPTXR, ADCY2, ZIC1, SLC5A7, DISP2, ADAMTS17, CFTR, NDNF, SDK1, PEX5L, GDNF, RESP18, TACR3, TACR1, ISL1, UFSP1, GPR83, CLSTN2
HGG-G34R.V_vs_HGG-WT	Newly-forming oligodendrocytes	Mouse P3	Jessa et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.602139949336593	-2.285359609154522	RAB33A, KIAA1644, COL9A3, LIMS2, NCAM2, GPR17, NFASC, SOX10, PLXNB3, OPCML, UST, SPSB1, PPP1R16B, TNR, NKX2-2, SPATA6L, AMZ1, NEU4, ZNF488, TCF7L2, DNM3, AATK, NFKBIB, S100B, CDKN1C, EHD3, KANK1, EPCAM, PIM3, SIRT2, SLC1A1, MATN4, TUBB4A, PHLDB1, FA2H, ELOVL7, SLC5A7, PRKCQ, GP1BB, PTPRE, PLLP, ITPR2, BCAS1, DUSP26, LGI3, WASF1, GAL3ST1, CNP, MYRF, TNS3, ZNF365, SNX30, TMEM163, PAK4, EPB41L2, SOX8, CTNNAL1, FBXO7, S100A1
HGG-G34R.V_vs_HGG-WT	Cortical excitatory neurons 1	Mouse E15.5	Jessa et al 2019	1.6144656118824668e-4	3.722157524654687e-4	-0.6038459049111758	-2.2918343862714683	HECW1, INA, JPH4, ISLR2, TAGLN3, FAM49A, WNT7B, RTN1, SYT4, ACTL6B, TUBB3, STMN2, TBR1, SNAP25, ALCAM, RAB3A, BZW2, RBFOX1, ARPP21, NSG1, STMN3, MPPED1, GPR85, CDH13, LRFN5, FEZF2, ELAVL3, MYT1L, PPP1R14C, SH3GL2, IFNGR2, CNIH2, BCL11B, CNTN2, BHLHE22, DPYSL3, NEUROD2, MAP1B, COTL1, GAP43, ATPIF1, PCDH9, DYNLL1, JAKMIP1, ITM2B, NEUROD6, TUBB2B, KCNQ3
HGG-G34R.V_vs_HGG-WT	Microglia	Mouse P6	Jessa et al 2019	1.594896331738437e-4	3.722157524654687e-4	-0.5966406646954043	-2.296559654121168	KCNK13, TIFAB, CCL3L3, SUSD3, CCL3, P2RY6, BLNK, GPR84, CRYBA4, CX3CR1, CCL18, CCL4, P2RY12, PLD4, LAG3, CORO1A, PYCARD, CSF1R, NRROS, FAM105A, HEXB, SELPLG, GNA15, P2RY13, RAC2, UNC93B1, AIF1, BIN2, VAV1, TNFAIP8L2, RGS10, CD48, PTGS1, CYTH4, FCGR2A, MYO1F, SPI1, LTC4S, HPGDS, FERMT3, ST20, APBB1IP, FCGR2B, PTPN6, CD33, LPCAT2, NCF1, PSMB8, PLEK, PTPRC, CD300A, RHOH, CD86, LY86, LAPTM5, RNASE4, IRF8, PTPN18, CD300C, TYROBP, BCL2A1, FCER1G, EVI2A, CCL15, CCL15, IKZF1, NCF2, CD53, C1QC, FCGR1B
HGG-G34R.V_vs_HGG-WT	Newly-forming oligodendrocytes	Mouse P6	Jessa et al 2019	1.6139444803098772e-4	3.722157524654687e-4	-0.6078429278403026	-2.302333967553989	RAB33A, KIAA1644, COL9A3, LIMS2, GPR17, NFASC, CBLN2, SOX10, PLXNB3, OPCML, UST, PPP1R16B, TNR, NKX2-2, AP2A1, SPATA6L, AMZ1, NEU4, ZNF488, TMEFF2, DNM3, AATK, S100B, KANK1, EPCAM, PIM3, C14orf37, SIRT2, SLC1A1, MATN4, TUBB4A, FA2H, ELOVL7, SLC5A7, PRKCQ, GP1BB, PTPRE, PLLP, ITGB7, ITPR2, MAP1B, BCAS1, DUSP26, LGI3, C16orf45, WASF1, GAL3ST1, CNP, DYNLL1, CDK14, MYRF, TNS3, ZNF365, SNX30, TMEM163, PAK4, TMEM88B, EPB41L2, FBXO7, S100A1
HGG-G34R.V_vs_HGG-WT	Str/SVZ 2-Progenitor	Mouse P9	Anderson et al 2020	1.6100466913540493e-4	3.722157524654687e-4	-0.6095650042677299	-2.307598482741142	TTC9B, CPLX2, DDN, HPCAL4, PPP1R1A, PSD, SPTBN2, YWHAG, PCP4L1, COL19A1, MIF, COX6B1, CALM3, CPE, FTH1, SLC26A8, NDUFV3, GLP2R, CST3, CHCHD10, CNIH2, SERP2, ARF3, COX5A, MAP1LC3A, KIF1A, NDUFA4, SCD, ATP5J2, ATP5J, MT1G, ATPIF1, UQCR10, DYNLL1, EIF1, SRPK1, NDUFA3, UBL5, CALM1, GPX4, UQCRQ, PTN, BOLA2B, NDUFA7, SEPW1, ATOX1, TMSB10, NDUFA6, NDUFS6, PCP4, USMG5, COX5B, COX6C, EEF2, ATP5G1, NDUFC1, UQCRH, COX7A2, ROMO1, PFDN5, GNG7, COX6A1, EEF1B2
